id,name,weightClass,wins,losses,draws,height,weight,reach,strikesLandedPerMin,strikingAccuracy,strikesAbsorbedPerMin,strikeDefense,takedownAvgPer15Min,takedownAccuracy,takedownDefense,submissionAvgPer15Min,avgFightTime,KoTkoPercentage,SubmissionPercentage,DecisionPercentage,StrikesByStanding,StrikesByClinching,StrikesByGround,StrikesToHead,StrikesToBody,StrikesToLegs,image
chris-camozzi,Chris Camozzi,Middleweight Division,24,13,0,75,186,76,2.96,45%,27,58,0.47,19%,0.07,56,11:48,0%,0%,0%,82%,16%,2%,59%,16%,25%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/cabed0ea-5433-4772-9bbe-6196098290ca%252FChris-Camozzi_1185_LeftFullBodyImage.png?itok=Gt19TMmC
ricky-camp,Ricky Camp,Bantamweight Division,0,0,0,,,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
shane-campbell,Shane Campbell,Lightweight Division,12,6,0,72,156,71,3.19,60%,136,82,0,29%,0,55,8:50,42%,17%,42%,75%,10%,15%,38%,27%,35%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/12d4ebdf-e8d9-43f7-9255-589aeb9f4036%252Fshane-campbell_527986_LeftFullBodyImage.png?itok=p8ZNdmAf
charlie-campbell,Charlie Campbell,Lightweight Division,9,2,0,72,170,72.5,3.73,54%,295,71,0,40%,0.74,55,6:47,67%,0%,33%,79%,19%,2%,49%,29%,22%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/CAMPBELL_CHARLIE_L_09-16.png?itok=mOLLEHGo
kevin-byorns-3,John Campetella,,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
volkan-ozdemir-0,Wagner Campos,Featherweight Division,11,4,0,66,145,,2.53,41%,271,0,0,100%,0,52,11:04,0%,0%,0%,100%,0%,0%,29%,24%,47%,
will-campuzano,Will Campuzano,Flyweight Division,13,6,0,69,125.5,70,3.82,32%,88,48,0.18,45%,0,57,12:11,0%,0%,0%,78%,7%,15%,66%,24%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/0fc05923-a63c-4c98-b58b-b11c1a35ea39%252FWill-Campuzano_1118_LeftFullBodyImage.png?itok=9GtT6Hpv
aleksa-camur,Aleksa Camur,Light Heavyweight Division,6,3,0,73,204.5,74,4.26,57%,46,50,0,22%,0.23,54,13:10,83%,0%,17%,71%,20%,9%,59%,30%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/71497%252Fprofile-galery%252Ffullbodyleft-picture%252FCAMUR_ALEKSA_L_06-19.png?itok=VMvEKVg0
chico-camus,Chico Camus,Flyweight Division,14,7,0,66,126.5,66,2.46,41%,77,72,0.39,40%,0,65,14:36,33%,13%,53%,73%,9%,18%,84%,10%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/9555762f-81da-4421-b49b-86872ca2fcea%252FChico-Camus_266911_LeftFullBodyImage.png?itok=0Dw_dIbK
artem-lobov-0,Asbel Cancio,,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
carlos-candelario,Carlos Candelario,Flyweight Division,8,3,0,68,128.5,68,5.17,47%,228,54,0.28,36%,0,44,13:10,25%,38%,38%,67%,8%,25%,63%,21%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-05/526c1be0-510d-4326-b67a-adbdb0fe1796%252FCANDELARIO_CARLOS_L_04-30.png?itok=hhk_EdHY
ronaldo-candido,Ronaldo Candido,Flyweight Division,5,2,0,67,126,,3.87,42%,800,0,5,53%,0,52,15:00,0%,100%,0%,64%,4%,32%,76%,12%,12%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/56ad3484-660a-4585-8cc2-fea945cead4a%252FRonaldo-Candido_631560_LeftFullBodyImage.png?itok=hWdWjL6Y
luiz-cane,Luiz Cane,Middleweight Division,0,0,0,74,184,77,5,42%,56,100,0.28,29%,1.67,61,5:59,0%,0%,0%,79%,6%,16%,79%,12%,9%,
guido-cannetti,Guido Cannetti,Bantamweight Division,10,8,0,66,136,68,2.84,55%,227,65,0.41,55%,0,51,7:16,40%,40%,20%,67%,22%,12%,41%,30%,29%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/CANNETTI_GUIDO_L_03-11.png?itok=DHYK4n6_
jared-cannonier,Jared Cannonier,Middleweight Division,18,8,0,71,185.5,77.5,4.49,50%,46,64,0,44%,0.4,57,13:51,61%,11%,28%,82%,11%,7%,63%,20%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/CANNONIER_JARED_L_02-15.png?itok=nJ2QCV6V
steve-cantwell,Steve Cantwell,Middleweight Division,7,6,0,74,185,75,5.76,35%,65,81,0.65,31%,0.33,55,9:11,0%,0%,0%,76%,18%,7%,54%,32%,14%,
paul-capaldo,Paul Capaldo,Bantamweight Division,0,0,0,,,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
phil-caracappa,Phil Caracappa,Bantamweight Division,0,0,0,,135.5,,4.07,50%,100,100,1,8%,0,29,15:00,0%,0%,0%,27%,70%,2%,27%,41%,32%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/a5255f0f-1c02-4a8e-a07b-021e042bdffc%252FCARACAPPA_PHIL_R.png?itok=lqpK0o0b
skott-beyker-4,Frank Caracci,Lightweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
gina-carano,Gina Carano,Women's Bantamweight Division,0,0,0,68,135,,2.66,47%,124,86,1.55,67%,0.62,65,6:03,0%,0%,0%,64%,17%,19%,67%,17%,15%,
bryan-caraway,Bryan Caraway,Bantamweight Division,21,10,0,68,135.8,68,3.61,34%,257,81,0.75,26%,0,54,11:04,10%,76%,14%,86%,11%,3%,82%,10%,8%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Bryan_Caraway/CARAWAY_BRYAN_L.png?itok=6_IM3C-X
chris-cariaso,Chris Cariaso,Flyweight Division,17,8,0,63,126,63,2.23,44%,111,58,0.84,39%,0,61,12:28,0%,0%,0%,63%,24%,12%,56%,31%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/60fc7a7a-9fd1-4b86-ba0d-2eb3a3d51c41%252FChris-Cariaso_1170_LeftFullBodyImage.png?itok=n8urh5Wy
stiv-kantvell-0,Rafael Carino,,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
antonio-carlos-junior,Antonio Carlos Junior,Middleweight Division,11,5,0,74,185,79,3.65,42%,292,73,2.19,80%,0,40,6:51,0%,82%,18%,65%,26%,9%,52%,26%,22%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67374/profile-galery/fullbodyleft-picture/CARLOS_JUNIOR_ANTONIO_L.png?VersionId=JGTdyaP_cOJzHbl8eBDqVhbsIehp9EGa&itok=4UFx-vF5
spike-carlyle,Spike Carlyle,Featherweight Division,9,3,0,68,145.5,71,3.85,54%,334,57,0.48,37%,0,30,10:28,56%,33%,11%,41%,11%,48%,84%,6%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-11/71596%252Fprofile-galery%252Ffullbodyleft-picture%252FCARLYLE_SPIKE_L_02-29.png?itok=uw0hEotX
francis-carmont,Francis Carmont,Middleweight Division,22,10,0,75,185.8,78,1.64,42%,179,73,0.6,37%,0.12,59,11:20,27%,45%,27%,57%,19%,25%,61%,22%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/7669acf2-16a4-4d96-aa22-f76140633235%252FFrancis-Carmont_226404_LeftFullBodyImage.png?itok=gFwvdPGe
risu-kamushiyu,Liz Carmouche,Women's Flyweight Division,13,7,0,66,125,66,2.51,54%,257,66,0.31,52%,0,62,13:46,46%,15%,38%,51%,18%,32%,49%,16%,35%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2018-10/CARMOUCHE_LIZ_L_0.png?VersionId=y7Lr5Uzdovy4aC3ACQ_iEnQrcs2Jn44y&itok=pKh8Dl-A
roan-carneiro,Roan Carneiro,Welterweight Division,21,11,0,69,170,74,1.82,47%,305,83,1.45,42%,0,63,9:20,0%,0%,0%,47%,18%,35%,73%,13%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/194eb2fa-64a6-4673-9310-9e17b07cd11b%252FRoan-Carneiro_839_LeftFullBodyImage.png?itok=r0I6k1aL
ariane-carnelossi,Ariane Carnelossi,Women's Strawweight Division,15,3,0,62,115.5,61.5,4.74,40%,137,14,0.27,56%,0,45,10:55,64%,14%,21%,71%,19%,10%,71%,13%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/CARNELOSSI_ARIANE_L_04-24.png?itok=ImfRxbyp
luana-carolina,Luana Carolina,Women's Flyweight Division,11,4,0,66,146.7,69,3.54,51%,34,74,0.56,38%,0.11,51,13:19,27%,9%,64%,69%,23%,8%,53%,31%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/CAROLINA_LUANA_L_07-20.png?itok=iJCLqdgT
tim-caron,Tim Caron,Middleweight Division,9,2,0,73,185,74,6.9,50%,0,0,0,0%,0,13,13:37,0%,0%,0%,63%,38%,0%,38%,50%,13%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/25720f06-3fef-4fe5-8ecb-93f22ae4ef55%252FCARON_TIM_L.png?itok=VLe4aAUh
clayton-carpenter,Clayton Carpenter,Flyweight Division,8,1,0,66,125.5,66,2.75,55%,223,43,1.48,46%,0,55,10:06,25%,50%,25%,66%,6%,28%,61%,13%,26%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/6/CARPENTER_CLAYTON_L_10-12.png?itok=yqLiz_1G
cain-carrizosa,Cain Carrizosa,Lightweight Division,6,2,0,68,155,74,5.8,42%,0,14,0,0%,0.93,51,8:06,33%,33%,33%,95%,5%,0%,80%,18%,2%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/d846f421-423c-49fe-a047-af3bc036898f%252Fcain-carrizosa_498025_LeftFullBodyImage.png?itok=BWzRdTmh
jack-cartwright,Jack Cartwright,Bantamweight Division,0,1,0,,136,,3.33,39%,600,0,2,67%,0,30,15:00,0%,0%,0%,67%,8%,25%,67%,25%,8%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/CARTWRIGHT_JACK_L.png?itok=3t3JB5Ot
antonio-carvalho,Antonio Carvalho,Featherweight Division,15,6,0,69,145,,3.62,29%,0,100,0,0%,0.44,65,8:34,0%,0%,0%,88%,7%,5%,43%,9%,48%,
shane-carwin,Shane Carwin,Heavyweight Division,12,2,0,74,254,80,3.53,47%,142,43,0,33%,1.89,54,4:32,0%,0%,0%,21%,29%,50%,83%,3%,14%,
johnny-case,Johnny Case,Lightweight Division,22,6,0,70,156,72.5,2.66,39%,170,73,0.19,45%,0.38,61,13:12,68%,14%,18%,74%,6%,19%,60%,22%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/17971a6d-baf1-49fa-9294-dd4f9097e750%252FJohnny-Case_488754_LeftFullBodyImage.png?itok=bYett0gx
kevin-casey,Kevin Casey,Middleweight Division,9,5,1,71,185,77,3.76,54%,79,27,0.4,22%,0.2,46,8:36,40%,30%,30%,53%,12%,35%,60%,23%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-03/Kevin-Casey_307097_LeftFullBodyImage.png?VersionId=6wdd1nciXsAeOe709TAo0MXXD3dvrezS&itok=7vbUVo6A
cortney-casey,Cortney Casey,Women's Flyweight Division,10,10,0,67,126,67,4,39%,39,40,0.47,31%,0,55,12:41,21%,29%,50%,78%,12%,10%,68%,11%,21%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-11/67672%252Fprofile-galery%252Ffullbodyleft-picture%252FCASEY_CORTNEY_L_11-13.png?itok=GURSorBn
duane-cason,Duane Cason,Heavyweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
john-castaneda,John Castaneda,Bantamweight Division,21,7,0,66,145,71,5.22,50%,179,71,0.15,35%,0.6,54,12:36,38%,29%,33%,87%,7%,6%,58%,15%,26%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/CASTANEDA_JOHN_L_06-08.png?itok=FaI_2DXa
gil-castillo,Gil Castillo,Welterweight Division,17,2,0,69,170,,2.22,45%,333,50,0,45%,0,44,15:00,0%,0%,0%,48%,7%,44%,81%,11%,7%,
nick-catone,Nick Catone,Middleweight Division,10,4,0,72,185.5,72,2.32,45%,371,83,0.48,44%,0,63,11:37,0%,0%,0%,42%,24%,34%,64%,18%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Nick_Catone/NickCatone_RedCorner.png?VersionId=DvW8lqLpcPzr0RlQ_nc0JVpQNRQYvO0N&itok=6ycA_QQG
luke-caudillo,Luke Caudillo,Lightweight Division,15,8,0,67,156,,5.07,29%,44,86,0,20%,0.87,55,11:30,0%,0%,0%,88%,12%,0%,68%,22%,10%,
rafael-cavalcante,Rafael Cavalcante,Light Heavyweight Division,12,7,0,73,205,73,3.62,53%,60,64,0.15,40%,1.36,50,7:13,100%,0%,0%,45%,38%,18%,70%,17%,13%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/a834742c-9159-476e-967b-3e1c6380bfb2%252FRafael-Cavalcante_241979_LeftFullBodyImage.png?itok=KrtJFNJC
jacqueline-cavalcanti,Jacqueline Cavalcanti,Women's Bantamweight Division,9,1,0,68,134.5,70,3.32,46%,0,85,0,0%,0,70,15:00,33%,0%,67%,95%,5%,0%,51%,16%,34%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CAVALCANTI_JACQUELINE_L_08-24.png?itok=OXSEiCDX
magnus-cedenblad,Magnus Cedenblad,Middleweight Division,14,5,0,77,185,79,3.02,51%,287,67,0.96,64%,0.32,40,7:51,50%,29%,21%,60%,21%,20%,63%,22%,15%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/72c4d688-b48d-46e9-9d6d-85a7461cc68d%252FMagnus-Cedenblad_234799_LeftFullBodyImage.png?itok=zXX6h5qN
yosdenis-cedeno,Yosdenis Cedeno,Lightweight Division,10,5,0,68,155,,1.6,30%,0,31,0.3,0%,0.3,67,12:30,70%,0%,30%,77%,10%,13%,40%,16%,44%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/599b4149-9d08-4ee7-8734-7760398b3b0a%252FYosdenis-Cedeno_472473_LeftFullBodyImage.png?itok=oComcMVz
henry-cejudo,Henry Cejudo,Bantamweight Division,16,5,0,64,135,64,3.46,47%,184,76,0.15,31%,0.37,60,13:34,50%,0%,50%,68%,19%,13%,54%,30%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/CEJUDO_HENRY_L_02-22.png?itok=Hwyyh0_e
abner-lloveras-3,Adam Cella,Middleweight Division,4,1,0,74,184,,2.61,42%,392,50,1.31,75%,0,51,7:40,0%,0%,0%,39%,18%,43%,70%,18%,11%,
vinicius-cenci,Vinicius Cenci,Lightweight Division,0,1,0,,155,,2.69,48%,161,0,0,50%,0,62,9:18,0%,0%,0%,81%,19%,0%,48%,44%,7%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/CENCI_VINICIUS_R.png?itok=QyYdhonw
katlyn-cerminara,Katlyn Cerminara,Women's Flyweight Division,18,6,0,69,125,68,4.48,35%,31,50,0.31,16%,0.06,62,14:10,11%,6%,83%,87%,8%,5%,61%,24%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CERMINARA_KATLYN_L_03-09.png?itok=mIymHgah
rafael-cerqueira,Rafael Cerqueira,Light Heavyweight Division,11,2,0,75,204,76,14.43,43%,0,0,0,0%,0,43,1:32,73%,18%,9%,100%,0%,0%,40%,0%,60%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/CERQUEIRA_RAFAEL_L_10-26.png?itok=DnEv7Orr
alberta-cerra,Alberta Cerra,Unknown,0,0,0,,,,0,0%,0,0,0,0%,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,
donald-cerrone,Donald Cerrone,Welterweight Division,36,17,0,73,170.5,73,4.48,47%,116,74,1.16,33%,0.81,53,9:40,28%,47%,25%,83%,9%,7%,51%,25%,24%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-05/06971e1e-4aa9-404e-96f4-b50c2f56c21f%252FCERRONE_DONALD_L_05-07.png?itok=43gVu2-W
luan-chagas,Luan Chagas,Welterweight Division,15,2,1,72,170,75,3.19,47%,32,86,0.32,13%,1.29,62,11:36,40%,60%,0%,88%,5%,8%,67%,12%,21%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/eef4e33d-6c56-40ad-babc-f436938a7292%252Fluan-chagas_589459_LeftFullBodyImage.png?itok=kZxLJ3x1
edgar-chairez,Edgar Chairez,Flyweight Division,11,6,0,67,125,71,5.21,45%,0,33,1.47,0%,0.29,42,10:13,36%,64%,0%,97%,1%,2%,53%,16%,31%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CHAIREZ_EDGAR_L_09-14.png?itok=nHuM7gej
ansar-chalangov,Ansar Chalangov,Welterweight Division,7,2,0,71,170,,1.69,67%,0,0,7.63,0%,0,55,2:57,0%,0%,0%,50%,25%,25%,75%,0%,25%,
alex-chambers,Alex Chambers,Women's Strawweight Division,5,4,0,63,115.8,63,5.1,54%,231,53,0.99,41%,0,51,9:06,67%,17%,17%,65%,24%,11%,58%,21%,21%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67207/profile-galery/fullbodyleft-picture/Alex-Chambers_501694_LeftFullBodyImage.png?VersionId=h3uAjCkaNMqd75FA4ylVAW_JKdC070ql&itok=8JCHXW1Z
chelsea-chandler,Chelsea Chandler,Women's Bantamweight Division,6,3,0,68.5,141,68,4.06,45%,91,33,0,60%,0,42,12:19,33%,17%,50%,59%,22%,20%,70%,28%,2%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CHANDLER_CHELSEA_L_03-16.png?itok=O-k1T2A-
michael-chandler,Michael Chandler,Lightweight Division,23,9,0,68,155.6,71.5,4.3,50%,159,63,0.64,37%,0.48,43,9:18,48%,30%,22%,66%,5%,29%,71%,19%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CHANDLER_MICHAEL_L_05-07.png?itok=kE3bpbRb
donnie-chappell,Donnie Chappell,Lightweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
morgan-charriere,Morgan Charriere,Featherweight Division,20,11,1,68,146,69,4.15,49%,191,83,0.38,50%,0.76,51,9:50,60%,15%,25%,86%,7%,7%,60%,27%,13%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CHARRIERE_MORGAN_L_09-28.png?itok=15OwbYD2
ernest-chavez,Ernest Chavez,Lightweight Division,8,2,0,68,146,70,3.89,41%,89,50,0,33%,0,59,11:14,50%,0%,50%,86%,13%,1%,54%,18%,28%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/9521fc57-6890-406f-9f5f-bf4494d8aa6c%252FErnest-Chavez_472414_LeftFullBodyImage.png?itok=wvk86s6g
danny-chavez,Danny Chavez,Featherweight Division,11,5,1,68,145,67,3.83,39%,195,88,0,60%,0,51,11:33,27%,0%,73%,83%,8%,9%,55%,15%,30%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/CHAVEZ_DANNY_L_07-31.png?itok=7nBP5XAh
gabriel-checco,Gabriel Checco,Middleweight Division,10,2,0,73,185,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-04/930e9701-6cd9-457e-97bd-a7460971fe0a%252FGabriel-Checco_631549_LeftFullBodyImage.png?itok=6lRVUZ2u
albert-cheng,Albert Cheng,Welterweight Division,2,4,0,71,170,,2.6,42%,0,0,0,0%,0,71,5:00,0%,50%,50%,100%,0%,0%,80%,20%,0%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Albert_Cheng/ALBERT-CHENG-2013-10-17-075.png?VersionId=BtZhf1U5ODcCIUqNLCJcu6pf1UkhVz7x&itok=PRBvmth5
fabio-cherant,Fabio Cherant,Light Heavyweight Division,7,4,0,73,206,74,4.89,40%,0,0,0,0%,0,38,6:29,0%,71%,29%,100%,0%,0%,43%,51%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/71484%252Fprofile-galery%252Ffullbodyleft-picture%252FCHERANT_FABIO_L_08-21.png?itok=xvkroGB4
mark-cherico,Mark Cherico,Featherweight Division,11,2,0,67,146,69,7.37,34%,503,0,0,50%,0,56,2:59,27%,45%,27%,64%,36%,0%,73%,18%,9%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/5bd15a84-9b21-4706-8703-9ee3b525a9fe%252FMark-Cherico_636380_LeftFullBodyImage.png?itok=P3mC7jEF
macy-chiasson,Macy Chiasson,Women's Bantamweight Division,11,3,0,71,135.5,72,2.79,46%,237,70,0.42,39%,0.28,44,9:47,30%,30%,40%,47%,30%,23%,57%,34%,9%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CHIASSON_MACY_L_06-29.png?itok=Aaoj_Pcc
giga-chikadze,Giga Chikadze,Featherweight Division,15,4,0,72,146,74,3.5,42%,21,70,0.21,33%,0.62,61,13:15,60%,7%,33%,90%,2%,8%,60%,25%,15%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CHIKADZE_GIGA_L_08_26.png?itok=hB0d1ra5
khamzat-chimaev,Khamzat Chimaev,Middleweight Division,14,0,0,74,185,75,3.25,59%,431,100,2.77,47%,0.62,42,6:05,43%,43%,14%,43%,4%,52%,85%,8%,8%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-11/71660%252Fprofile-galery%252Ffullbodyleft-picture%252FCHIMAEV_KHAMZAT_L_10-30.png?itok=V3ZFO1BC
donghun-choi,DongHun Choi,Flyweight Division,3,0,0,,125.5,,3.13,66%,46,82,0,14%,0.92,59,10:52,38%,0%,63%,96%,3%,1%,43%,17%,41%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CHOI_DONGHUN_L.png?itok=yN5O4aV-
seungguk-choi,SeungGuk Choi,Flyweight Division,7,3,0,66,131.3,64,2.69,43%,102,74,0,28%,0.21,66,14:38,33%,0%,67%,86%,4%,10%,55%,13%,32%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/CHOI_SEUNGGUK_L_02-04.png?itok=-J6eKRGJ
seungwoo-choi,Seungwoo Choi,Featherweight Division,11,8,0,72,145,74.5,3.16,39%,83,70,0,55%,0.69,47,9:49,55%,0%,45%,70%,17%,12%,60%,22%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/2b069c1d-9d95-4599-b34e-c489d5f2f0bf%252FCHOI_SEUNGWOO_L_06-11.png?itok=fWyll4dm
john-cholish,John Cholish,Lightweight Division,8,3,0,71,156,,2.29,50%,182,79,0.36,31%,0,73,10:17,0%,0%,0%,72%,8%,20%,64%,15%,21%,
ryo-chonan,Ryo Chonan,Welterweight Division,15,10,0,69,171,,6.48,38%,50,39,0,50%,0,61,15:00,0%,0%,0%,65%,13%,22%,55%,27%,18%,
will-chope,Will Chope,Featherweight Division,19,6,0,76,146,76,9.93,27%,0,0,0,0%,0,47,7:27,26%,58%,16%,85%,15%,0%,70%,6%,24%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/5d6f1191-12db-4688-a974-c07f61b0288a%252FWill-Chope_464206_LeftFullBodyImage.png?itok=NrNBBvoI
joachim-christensen,Joachim Christensen,Light Heavyweight Division,14,6,0,75,206,76,3.29,41%,0,1.22,0,0%,1.22,46,6:10,36%,36%,29%,53%,28%,19%,73%,20%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/11852d45-4fed-41a3-b7f0-94940dbb2dff%252Fjoachim-christensen_600881_LeftFullBodyImage.png?itok=60QbzL99
kevin-christian,Kevin Christian,Light Heavyweight Division,1,0,0,,205,,1.83,35%,0,50,3.23,0%,0,55,9:17,0%,0%,0%,86%,0%,14%,57%,14%,29%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CHRISTIAN_KEVIN_L_09-24.png?itok=XuVcVgLP
dan-christison,Dan Christison,Heavyweight Division,8,5,0,80,265,,3.88,52%,0,38,1.05,0%,0,55,14:19,0%,0%,0%,64%,30%,6%,54%,15%,31%,
anthony-christodoulou,Anthony Christodoulou,Lightweight Division,12,6,0,69,156,72,5.9,27%,0,40,0,0%,0,45,9:09,33%,33%,33%,83%,18%,0%,73%,15%,13%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/872c2dae-555a-4af6-af07-8366b49a9bdb%252Fanthony-christodoulou_516447_LeftFullBodyImage.png?itok=fqtcbbY5
yui-chul-nam,Yui Chul Nam,Featherweight Division,18,6,1,69,146,69,2,51%,133,57,0.33,16%,1,48,15:00,44%,6%,50%,27%,51%,22%,67%,23%,9%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/e9943f22-5da4-486d-b7c1-2272e2c703db%252FYui-Chul-Nam_466030_LeftFullBodyImage.png?itok=HzOHRDxW
cameron-church,Cameron Church,Lightweight Division,0,1,0,,155.5,,4.93,40%,0,60,1,0%,0,50,15:00,0%,0%,0%,95%,5%,0%,55%,25%,20%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/447d4836-ce6c-4f4a-b367-f27312237dde%252FCHURCH_CAMERON_L.png?itok=AFZlBlQA
mike-ciesnolevicz,Mike Ciesnolevicz,Light Heavyweight Division,18,4,1,73,208,74,4.62,50%,0,20,5.13,0%,0,58,2:56,0%,0%,0%,100%,0%,0%,100%,0%,0%,
hannah-cifers,Hannah Cifers,Women's Strawweight Division,10,7,0,61,117,62,5.39,45%,26,65,0.26,100%,0.51,53,8:20,50%,0%,50%,74%,22%,4%,44%,31%,25%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-08/CIFERS_HANNAH_L.png?VersionId=iG5cdaZl5Fb7DRJWK5y3ZT7fTEaXMgXu&itok=DW_CRX3d
misha-cirkunov,Misha Cirkunov,Light Heavyweight Division,15,9,0,75,206,77,3.06,52%,415,77,1.71,40%,0,58,4:44,33%,53%,13%,57%,22%,21%,65%,24%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-10/CIRKUNOV_MISHA_L_10-15.png?itok=Kj3s6ylY
laverne-clark,Laverne Clark,Welterweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
jessica-rose-clark,Jessica-Rose Clark,Women's Bantamweight Division,11,9,0,65,135.5,64.5,3.51,52%,166,63,0.28,43%,0,58,12:01,27%,18%,55%,71%,13%,16%,66%,16%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-05/CLARK_JESSICA-ROSE_L_05-13.png?itok=l47wMrqI
devin-clark,Devin Clark,Light Heavyweight Division,14,9,0,72,221,75,3.24,54%,217,59,0.08,33%,0.23,44,11:24,31%,8%,62%,52%,31%,17%,56%,27%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/CLARK_DEVIN_L_02-10.png?itok=kxRSP12q
